,radius,diameter,densities,number_of_edges,average_clustering,avg_degree_centrality,avg_betweenness_centrality,avg_closeness_centrality,average_shortest_path_length
0,1,2,0.9272727272727272,918,0.9352658169517584,0.9272727272727272,0.001691331923890063,0.9358272390602081,1.0727272727272728
