,radius,diameter,densities,number_of_edges,average_clustering,avg_degree_centrality,avg_betweenness_centrality,avg_closeness_centrality,average_shortest_path_length
0,2,3,0.5454545454545454,540,0.7703975071511742,0.5454545454545454,0.01129903688043223,0.6971495431607714,1.4858585858585858
